name,state,county_seat
SEVIER,TN,
SEWARD,KS,
SEWARD,NE,
SHACKELFORD,TX,
SHANNON,SD,
SHANNON,MO,
SHARKEY,MS,
SHARP,AR,
SHASTA,CA,
SHAWANO,WI,
SHAWNEE,KS,
SHEBOYGAN,WI,
SHELBY,AL,
SHELBY,TX,
SHELBY,TN,
SHELBY,OH,
SHELBY,IL,
SHELBY,IN,
SHELBY,MO,
SHELBY,IA,
SHELBY,KY,
SHENANDOAH,VA,
SHERBURNE,MN,
SHERIDAN,MT,
SHERIDAN,KS,
SHERIDAN,WY,
SHERIDAN,NE,
SHERIDAN,ND,
SHERMAN,OR,
SHERMAN,TX,
SHERMAN,KS,
SHERMAN,NE,
SHIAWASSEE,MI,
SHOSHONE,ID,
SIBLEY,MN,
SIERRA,NM,
SIERRA,CA,
SILVER BOW,MT,
SIMPSON,MS,
SIMPSON,KY,
SIOUX,NE,
SIOUX,ND,
SIOUX,IA,
SISKIYOU,CA,
SITKA,AK,
SKAGIT,WA,
SKAGWAY HOONAH ANGOON,AK,
SKAMANIA,WA,
SLOPE,ND,
SMITH,TX,
SMITH,TN,
SMITH,KS,
SMITH,MS,
SMYTH,VA,
SNOHOMISH,WA,
SNYDER,PA,
SOCORRO,NM,
SOLANO,CA,
SOMERSET,NJ,
SOMERSET,ME,
SOMERSET,MD,
SOMERSET,PA,
SOMERVELL,TX,
SONOMA,CA,
SOUTHAMPTON,VA,
SOUTHEAST FAIRBANKS,AK,
SPALDING,GA,
SPARTANBURG,SC,
SPENCER,IN,
SPENCER,KY,
SPINK,SD,
SPOKANE,WA,
SPOTSYLVANIA,VA,
ST JOHN THE BAPTIST,LA,
ST JOSEPH,IN,
STAFFORD,KS,
STAFFORD,VA,
STANISLAUS,CA,
STANLEY,SD,
STANLY,NC,
STANTON,KS,
STANTON,NE,
STARK,OH,
STARK,IL,
STARK,ND,
STARKE,IN,
STARR,TX,
STAUNTON CITY,VA,
STEARNS,MN,
STEELE,MN,
STEELE,ND,
STEPHENS,GA,
STEPHENS,TX,
STEPHENS,OK,
STEPHENSON,IL,
STERLING,TX,
STEUBEN,NY,
STEUBEN,IN,
STEVENS,KS,
STEVENS,MN,
STEVENS,WA,
STEWART,GA,
STEWART,TN,
STILLWATER,MT,
STODDARD,MO,
STOKES,NC,
STONE,AR,
STONE,MS,
STONE,MO,
STONEWALL,TX,
STOREY,NV,
STORY,IA,
STRAFFORD,NH,
STUTSMAN,ND,
SUBLETTE,WY,
SUFFOLK,MA,
SUFFOLK,NY,
SUFFOLK CITY,VA,
SULLIVAN,NH,
SULLIVAN,TN,
SULLIVAN,NY,
SULLIVAN,PA,
SULLIVAN,IN,
SULLIVAN,MO,
SULLY,SD,
SUMMERS,WV,
SUMMIT,UT,
SUMMIT,OH,
SUMMIT,CO,
SUMNER,TN,
SUMNER,KS,
SUMTER,AL,
SUMTER,GA,
SUMTER,FL,
SUMTER,SC,
SUNFLOWER,MS,
SURRY,NC,
SURRY,VA,
SUSQUEHANNA,PA,
SUSSEX,DE,
SUSSEX,NJ,
SUSSEX,VA,
SUTTER,CA,
SUTTON,TX,
SUWANNEE,FL,
SWAIN,NC,
SWEET GRASS,MT,
SWEETWATER,WY,
SWIFT,MN,
SWISHER,TX,
SWITZERLAND,IN,
TALBOT,GA,
TALBOT,MD,
TALIAFERRO,GA,
TALLADEGA,AL,
TALLAHATCHIE,MS,
TALLAPOOSA,AL,
TAMA,IA,
TANEY,MO,
TANGIPAHOA,LA,
TAOS,NM,
TARRANT,TX,
TATE,MS,
TATTNALL,GA,
TAYLOR,WV,
TAYLOR,GA,
TAYLOR,TX,
TAYLOR,FL,
TAYLOR,WI,
TAYLOR,IA,
TAYLOR,KY,
TAZEWELL,IL,
TAZEWELL,VA,
TEHAMA,CA,
TELFAIR,GA,
TELLER,CO,
TENSAS,LA,
TERREBONNE,LA,
TERRELL,GA,
TERRELL,TX,
TERRY,TX,
TETON,MT,
TETON,WY,
TETON,ID,
TEXAS,MO,
TEXAS,OK,
THAYER,NE,
THOMAS,GA,
THOMAS,KS,
THOMAS,NE,
THROCKMORTON,TX,
THURSTON,NE,
THURSTON,WA,
TIFT,GA,
TILLAMOOK,OR,
TILLMAN,OK,
TIOGA,NY,
TIOGA,PA,
TIPPAH,MS,
TIPPECANOE,IN,
TIPTON,TN,
TIPTON,IN,
TISHOMINGO,MS,
TITUS,TX,
TODD,SD,
TODD,MN,
TODD,KY,
TOLLAND,CT,
TOM GREEN,TX,
TOMPKINS,NY,
TOOELE,UT,
TOOLE,MT,
TOOMBS,GA,
TORRANCE,NM,
TOWNER,ND,
TOWNS,GA,
TRAILL,ND,
TRANSYLVANIA,NC,
TRAVERSE,MN,
TRAVIS,TX,
TREASURE,MT,
TREGO,KS,
TREMPEALEAU,WI,
TREUTLEN,GA,
TRIGG,KY,
TRIMBLE,KY,
TRINITY,TX,
TRINITY,CA,
TRIPP,SD,
TROUP,GA,
TROUSDALE,TN,
TRUMBULL,OH,
TUCKER,WV,
TULARE,CA,
TULSA,OK,
TUNICA,MS,
TUOLUMNE,CA,
TURNER,SD,
TURNER,GA,
TUSCALOOSA,AL,
TUSCARAWAS,OH,
TUSCOLA,MI,
TWIGGS,GA,
TWIN FALLS,ID,
TYLER,WV,
TYLER,TX,
TYRRELL,NC,
UINTA,WY,
UINTAH,UT,
ULSTER,NY,
UMATILLA,OR,
UNICOI,TN,
UNION,NM,
UNION,OR,
UNION,SD,
UNION,NJ,
UNION,AR,
UNION,GA,
UNION,TN,
UNION,NC,
UNION,FL,
UNION,PA,
UNION,OH,
UNION,IL,
UNION,IN,
UNION,MS,
UNION,IA,
UNION,KY,
UNION,LA,
UNION,SC,
UPSHUR,WV,
UPSHUR,TX,
UPSON,GA,
UPTON,TX,
UTAH,UT,
UVALDE,TX,
VAL VERDE,TX,
VALDEZ CORDOVA,AK,
VALENCIA,NM,
VALLEY,MT,
VALLEY,NE,
VALLEY,ID,
VAN BUREN,AR,
VAN BUREN,TN,
VAN BUREN,MI,
VAN BUREN,IA,
VAN WERT,OH,
VAN ZANDT,TX,
VANCE,NC,
VANDERBURGH,IN,
VENANGO,PA,
VENTURA,CA,
VERMILION,IL,
VERMILION,LA,
VERMILLION,IN,
VERNON,WI,
VERNON,MO,
VERNON,LA,
VICTORIA,TX,
VIGO,IN,
VILAS,WI,
VINTON,OH,
VIRGINIA BEACH CITY,VA,
VOLUSIA,FL,
WABASH,IL,
WABASH,IN,
WABASHA,MN,
WABAUNSEE,KS,
WADE HAMPTON,AK,
WADENA,MN,
WAGONER,OK,
WAHKIAKUM,WA,
WAKE,NC,
WAKULLA,FL,
WALDO,ME,
WALKER,AL,
WALKER,GA,
WALKER,TX,
WALLA WALLA,WA,
WALLACE,KS,
WALLER,TX,
WALLOWA,OR,
WALSH,ND,
WALTHALL,MS,
WALTON,GA,
WALTON,FL,
WALWORTH,SD,
WALWORTH,WI,
WAPELLO,IA,
WARD,TX,
WARD,ND,
WARE,GA,
WARREN,NJ,
WARREN,GA,
WARREN,TN,
WARREN,NY,
WARREN,NC,
WARREN,PA,
WARREN,OH,
WARREN,IL,
WARREN,IN,
WARREN,MS,
WARREN,MO,
WARREN,IA,
WARREN,KY,
WARREN,VA,
WARRICK,IN,
WASATCH,UT,
WASCO,OR,
WASECA,MN,
WASHAKIE,WY,
WASHBURN,WI,
WASHINGTON,RI,
WASHINGTON,UT,
WASHINGTON,OR,
WASHINGTON,AL,
WASHINGTON,AR,
WASHINGTON,GA,
WASHINGTON,ME,
WASHINGTON,TX,
WASHINGTON,TN,
WASHINGTON,KS,
WASHINGTON,MD,
WASHINGTON,NY,
WASHINGTON,NC,
WASHINGTON,FL,
WASHINGTON,MN,
WASHINGTON,VT,
WASHINGTON,PA,
WASHINGTON,OH,
WASHINGTON,NE,
WASHINGTON,CO,
WASHINGTON,IL,
WASHINGTON,WI,
WASHINGTON,IN,
WASHINGTON,MS,
WASHINGTON,MO,
WASHINGTON,OK,
WASHINGTON,IA,
WASHINGTON,KY,
WASHINGTON,ID,
WASHINGTON,VA,
WASHINGTON,LA,
WASHITA,OK,
WASHOE,NV,
WASHTENAW,MI,
WATAUGA,NC,
WATONWAN,MN,
WAUKESHA,WI,
WAUPACA,WI,
WAUSHARA,WI,
WAYNE,UT,
WAYNE,WV,
WAYNE,GA,
WAYNE,TN,
WAYNE,MI,
WAYNE,NY,
WAYNE,NC,
WAYNE,PA,
WAYNE,OH,
WAYNE,NE,
WAYNE,IL,
WAYNE,IN,
WAYNE,MS,
WAYNE,MO,
WAYNE,IA,
WAYNE,KY,
WAYNESBORO CITY,VA,
WEAKLEY,TN,
WEBB,TX,
WEBER,UT,
WEBSTER,WV,
WEBSTER,GA,
WEBSTER,NE,
WEBSTER,MS,
WEBSTER,MO,
WEBSTER,IA,
WEBSTER,KY,
WEBSTER,LA,
WELD,CO,
WELLS,IN,
WELLS,ND,
WEST BATON ROUGE,LA,
WEST CARROLL,LA,
WEST FELICIANA,LA,
WESTCHESTER,NY,
WESTMORELAND,PA,
WESTMORELAND,VA,
WESTON,WY,
WETZEL,WV,
WEXFORD,MI,
WHARTON,TX,
WHATCOM,WA,
WHEATLAND,MT,
WHEELER,OR,
WHEELER,GA,
WHEELER,TX,
WHEELER,NE,
WHITE,AR,
WHITE,GA,
WHITE,TN,
WHITE,IL,
WHITE,IN,
WHITE PINE,NV,
WHITESIDE,IL,
WHITFIELD,GA,
WHITLEY,IN,
WHITLEY,KY,
WHITMAN,WA,
WIBAUX,MT,
WICHITA,TX,
WICHITA,KS,
WICOMICO,MD,
WILBARGER,TX,
WILCOX,AL,
WILCOX,GA,
WILKES,GA,
WILKES,NC,
WILKIN,MN,
WILKINSON,GA,
WILKINSON,MS,
WILL,IL,
WILLACY,TX,
WILLIAMS,OH,
WILLIAMS,ND,
WILLIAMSBURG,SC,
WILLIAMSBURG CITY,VA,
WILLIAMSON,TX,
WILLIAMSON,TN,
WILLIAMSON,IL,
WILSON,TX,
WILSON,TN,
WILSON,KS,
WILSON,NC,
WINCHESTER CITY,VA,
WINDHAM,CT,
WINDHAM,VT,
WINDSOR,VT,
WINKLER,TX,
WINN,LA,
WINNEBAGO,IL,
WINNEBAGO,WI,
WINNEBAGO,IA,
WINNESHIEK,IA,
WINONA,MN,
WINSTON,AL,
WINSTON,MS,
WIRT,WV,
WISE,TX,
WISE,VA,
WOLFE,KY,
WOOD,WV,
WOOD,TX,
WOOD,OH,
WOOD,WI,
WOODBURY,IA,
WOODFORD,IL,
WOODFORD,KY,
WOODRUFF,AR,
WOODS,OK,
WOODSON,KS,
WOODWARD,OK,
WORCESTER,MA,
WORCESTER,MD,
WORTH,GA,
WORTH,MO,
WORTH,IA,
WRANGELL PETERSBURG,AK,
WRIGHT,MN,
WRIGHT,MO,
WRIGHT,IA,
WYANDOT,OH,
WYANDOTTE,KS,
WYOMING,WV,
WYOMING,NY,
WYOMING,PA,
WYTHE,VA,
YADKIN,NC,
YAKIMA,WA,
YAKUTAT,AK,
YALOBUSHA,MS,
YAMHILL,OR,
YANCEY,NC,
YANKTON,SD,
YATES,NY,
YAVAPAI,AZ,
YAZOO,MS,
YELL,AR,
YELLOW MEDICINE,MN,
YELLOWSTONE,MT,
YOAKUM,TX,
YOLO,CA,
YORK,ME,
YORK,PA,
YORK,NE,
YORK,VA,
YORK,SC,
YOUNG,TX,
YUBA,CA,
YUKON KOYUKUK,AK,
YUMA,AZ,
YUMA,CO,
ZAPATA,TX,
ZAVALA,TX,
ZIEBACH,SD,
